make,model,car_model,review_title,review_text,style,comfort_rating,fuel_economy,perfomance,value_for_money,overall_rating,helpful_votes_ratio,review_date
FAW,V2,2018 FAW V2,FAW V2,"Setisfied owner of this car using since 2018. At the time of purchase I was very confused. But now I can say that the decision I made 2 years back was good. Only thing I am missing in this car is auto transmission. Drive, comfort level, road grip, handling everything is impressive.",4,5,5,5,5,4,1.0,2020-02-19
Toyota,Corolla,Toyota Corolla XLi VVTi,Not a good car,"A bad car.After paying 15 lacs i have buy a car which have not much facts.Honda city is good than this because it is not very expensive like this and contains more facts from this.Its interior quality is not very good it donot have power windows,abs brakes i have very bad experience with it.",2,2,2,1,2,2,0.7777777777777778,2012-02-19
Changan,Oshan X7,2024 Changan Oshan X7 FutureSense,Oshan x7,exterior is good and stylish build quality is good performence is very good and i am really satisfied i am agry with pakweels its very cooperative team i just bought it 5month and really satisfied with my decision recently i sell civic x and bought this beauty its ground clearence is very very good seating capacity is very good and its beat fortunar,4,1,5,5,5,4,0.0,2024-07-28
Suzuki,Cultus,Suzuki Cultus VXRi,Cultus experience,"Awais Khalid from Attock...
I suggest my bros never buy this car..
it has got nothing in it...after spending alot on purchase u ll get a crappy vehicle called as ''cultus''
Uncomfrtable seats,bad looks,everything is so sensitive ,bad engine n cabin full of noises.i kept 07(good cond.) bt i was unable to detect that which sound is cming frm which part ...so ,horrible n irritating..
market is full of variety of cars.u wil surely get a nice car in this price range....best of luck

regards",0,0,0,0,0,1,0.8888888888888888,2012-03-08
Toyota,Corolla,Toyota Corolla XLi VVTi,In Black,"Good Car but Power WinDow Must Add More look and there must be central locking

But as compared to 1.3Gli It costs cheaper .And ui can Also Add External Features 

IT LOOKS HOT IN BLACK    

it also has a VVt-i engine     

if i got a chance so i would buy it",4,4,4,5,4,4,0.4,2011-02-16
Toyota,Yaris,2021 Toyota Yaris ATIV X CVT 1.5,Best Value for Money,"While some may largely dislike this car for how it looks, it is, to everyone's surprise, a perfect example of not judging a book by its cover.

It is one of the most comfortable cars in this category, with a quiet and inviting cabin. The acoustic screen reduces the noise from outside and the panels are well insulated. The seats offer amazing cushioning and softness. They may be hard to clean, but it is well worth the trouble. They won't warm up too much during the summers or get too cold during the winters. The gear placement is appropriate and all the infotainment functions are easy to use because of the steering buttons.

The performance is surprisingly good given the fuel average figures. The car shines in the mid-range, perfect for suburban driving. 

The front looks a bit weird at first, but it grows on you with time. The car looks beautiful at night in darker colours. The rims are very sporty and complement the silver colour option very well.

Recommended!",3,5,4,4,5,4,1.0,2023-07-24
Suzuki,Cultus,2012 Suzuki Cultus EURO II,A GOOD JOB,"I really admire this vehicle. It is probably one of the best productions of Suzuki uptil now.
Yes it does lack in a few things but if you can keep this car with care, its probably the best.

I have owned this car for a whole year and only once had to replace its brakes but uptil now it is running completely on stock installations.

The engine is quite powerful and quite noisy as well. But it gives excellent mileage. Probably the most fuel economic 1000cc car in Pakistan. Easily gives 17-18kms per litre within city with AC. Long route it gives 20kms/l.

The interior is admittedly of cheap material. after some wear and tear of the vehicle, it starts squeaking from places where it is hard to find. 

a well maintained and cared for Cultus is excellent for driving in Pakistan :)",4,3,5,5,4,4,0.5,2014-12-01
Toyota,Yaris,2021 Toyota Yaris ATIV CVT 1.3,Excellent car,"Excellent car in exterior and premium interior, best fuel average, best and smooth suspension, great and confirmable drive in rural and urban areas. Safety features are owesome like vsc,tc,hiss assist,airbags, abs, far better then city and Corolla because I drove both city and Corolla gli, in terms of power,fuel average and comfortable drive.",5,5,5,5,5,5,0.0,2021-07-23
Changan,Alsvin,2021 Changan Alsvin 1.5L DCT Lumiere,am so disappointed,"i buy changan alsvin lumire am totally disappointed very bad fuel economy paint quality and car finising very poor
i think suspension is good in this price budget am happy with japanese premio car which is 100 time best car in this price segmat am not satisfied",4,3,1,2,2,2,0.0,2021-06-23
Toyota,Corolla,2016 Toyota Corolla,Reliable good car,"Exterior ..... it is  better than the competion
Interior...... too simple ...... they should have given optitron meters and driver side  airbag.....i feel it is ordinary
Fuel economy is average.... not very good but better than competition
Engine power.... some how i feel under powered...
Road grip.... good",5,3,3,3,3,3,0.0,2016-04-14
Toyota,Corolla,Toyota Corolla GLi 1.3 VVTi,Awesome,"An excellent car to drive with so much balance and control. I think the comfort, interior and dashboard is just awesome. Sound is really good when you rev the engine. Outlook is bigger than before and seems like Altis though features are not a match.  A bit expensive money wise.",1,2,4,2,2,4,0.6666666666666666,2012-06-19
DFSK,Glory 580,2020 DFSK Glory 580 1.5 CVT,Not the best and not the worst,"Hi,

Pros: Exterior design is beautiful. Car has better road presence than Br-v. Fuel economy is good considering the cars weight and size. Local with ac 8-9km/l and without ac local 10km/l. Motorway run can get you easily 13km/l. Biggest Plus point is that it is 7 seater. Ac performance is good. 0-100 is 10 seconds. Ground clearance is very amazing.

Cons: Parts are not available. Interior needs to be improved. Brakes are very jerky. Car struggles for traction in places where an alto can go. Suspension is a bit stiff. Rear seats feel like wooden planks. Booking time is very long and on is a lot.

Conclusion: If you want 7 seater dont go Br-v raise your budget a bit and buy this. Its probably the best 7 seater out ther under 5 million. You wont regeret it.",5,4,4,4,4,4,0.0,2021-11-16
Honda,Accord,Honda Accord,COOL,"its a comfortable car its very nice ......it suits to families smooth drive good looking most probably peoples like it  . Its best by many cars i like it and i'll have one soon ....brothers must ride on it its a smoother car ,its comfortable good looking a lil sporty to ...",5,0,3,3,3,4,0.25,2010-12-05
Hyundai,Elantra,2024 Hyundai Elantra,Elantra Loving It,"First of all, I am quite satisfied with Hyundai promise to deliver vehile on time and few gift as well (air press , mats etc). Elantra 2.0 has quite a powerful engine , really makes the ride smooth and responsive.  It's really a top-tier choice if you are also seeking a vehicle that combines impressive performance, high-quality  build and parts, and a standout design.",5,5,5,5,5,5,0.0,2024-06-17
Nissan,Bluebird Sylphy,2007 Nissan Bluebird Sylphy 15M Four,My Great Nissan bluebird sylphy,I have recently bought a Nissan bluebird sylphy 15M Four. It is a great family car with plenty of head space and leg space and sofa seats are installed. Last week i go to Kashmir and there was alot of snow and fog. All the cars were stucked in ice and cannot view because of fog. There is optional Four Wheel Drive so i press the 4WD button and on the head light with maximum brightness and the light was cutting fog and the 4WD was working like a Suv all the Suv or jeeps were following me because of my head light. Some Nissan cars variants have optional 4WD. I tested 0 to 100 speed test. This car went to the speed of hundred in 5 second. The Engine has power of 1500cc. I prefer this car for family. This is a luxury car comparable with mercedes. The fuel economy is not perfect On long route it gives 8 to 9 Km per litre. If you are finding a family car buy a Nissan bluebird sylphy in price bracket of 9lac to 15lac.,5,5,2,5,4,4,1.0,2019-02-22
Honda,City,2020 Honda City Aspire Prosmatec 1.5 i-VTEC,Most value to money and best car,"Most value too money car, exterior is awesome, fuel average is superb, paint quality is excellent. Have driven the car 80k km and fuel average is around 12 to 14 in city and around 15 in highway which is excellent considering  the price, along with it the cars really roomy and spacious along with an excellent touchscreen, and low maintenance costs. Most value to money car.",5,5,5,5,5,5,1.0,2024-07-06
Honda,Civic,2018 Honda Civic Oriel 1.8 i-VTEC CVT,Splendid and glorious,"Let me start off by saying what a buy!was initially worried due to people constantly complaining about poor quality and performance.However I am truly impressed by the experience and have to say that it's a step towards excellence. I have faced no build quality issues(looks like they have been resolved in later models)and I am astounded by the sheer beauty of the interior. The front passenger seat is a little bit uncomfortable but all others are extremely pleasant and offer great relaxation.The performance in my opinion is satisfactory. Yes, initial torque is not too good but it is extremely smooth and agile on higher speeds,and has much better grip compared to its competitor.The ground clearance is good but not optimal yet it is good enough to pass speed breakers even on full load.Turning on high speeds and braking is awesome.Yes, options like navigation and leather seats are expensive and should have Come as a standard.Would end it by saying WHAT AN EXCITING CAR",5,4,4,4,5,4,1.0,2019-01-23
Honda,BR-V,2017 Honda BR-V i-VTEC S,Wonderful car,Extremely happy to own this car as none in market is good as this is. Went to High mountain of AJK with 8 family members and luggage and went absolutely stunning with AC. Very comfortable driving . Just Arm rest is required definitely otherwise a classic vehicle in this price.,5,5,5,5,5,5,1.0,2017-09-01
Suzuki,Mehran,1998 Suzuki Mehran VX,Mehran 1998 model,"Its an old model so it has more strong body as compare to new one.Fuel economy is very good.It is a comfortless car.Thereis no safety for driver and passengers............................................................m.............................,..................................m.m.m...................................................m...............",3,2,4,4,3,3,0.0,2018-06-26
Toyota,Corolla,2015 Toyota Corolla Altis Grande CVT-i 1.8,better than others,this car is really good i have expierience it now after 3 years i am driving this car and there is not a single problem in engine extirior etc just pretty obssed with the fuel averge other wise this car come in the best luxery buget sedan car................................,4,5,3,5,4,4,0.0,2018-08-15
